"","Cell","Batch","Group","ExpLibSize","Step"
"Cell784","Cell784","Batch1","Path1",7945.04509990454,833
"Cell785","Cell785","Batch1","Path2",7330.97686498297,367
"Cell786","Cell786","Batch1","Path1",7816.87628018598,667
"Cell787","Cell787","Batch1","Path3",8173.64206458097,892
"Cell788","Cell788","Batch1","Path3",7626.25701137757,347
"Cell789","Cell789","Batch1","Path2",8152.39333051212,693
"Cell790","Cell790","Batch1","Path1",8632.41637439007,680
"Cell791","Cell791","Batch1","Path3",7719.33484792906,560
"Cell792","Cell792","Batch1","Path1",8889.47125081193,209
"Cell793","Cell793","Batch1","Path2",8728.89977530174,604
"Cell794","Cell794","Batch1","Path1",8441.30895899205,291
"Cell795","Cell795","Batch1","Path1",8803.0360871766,299
"Cell796","Cell796","Batch1","Path3",7799.75230081955,519
"Cell797","Cell797","Batch1","Path1",7993.53923078382,267
"Cell798","Cell798","Batch1","Path2",8156.13647389967,381
"Cell799","Cell799","Batch1","Path2",8164.03038854014,450
"Cell800","Cell800","Batch1","Path3",7672.728414679,51
"Cell801","Cell801","Batch1","Path2",8171.62400301482,963
"Cell802","Cell802","Batch1","Path2",7656.08087443109,687
"Cell803","Cell803","Batch1","Path3",7641.66116035504,626
"Cell804","Cell804","Batch1","Path1",8343.564152812,929
"Cell805","Cell805","Batch1","Path2",7954.33572877277,717
"Cell806","Cell806","Batch1","Path3",7737.8142475712,768
"Cell807","Cell807","Batch1","Path2",7857.94653919696,890
"Cell808","Cell808","Batch1","Path3",7608.44252925079,356
"Cell809","Cell809","Batch1","Path3",7993.70238624662,394
"Cell810","Cell810","Batch1","Path2",8015.64252431432,955
"Cell811","Cell811","Batch1","Path1",7898.97475873798,827
"Cell812","Cell812","Batch1","Path2",8909.83572264172,910
"Cell813","Cell813","Batch1","Path3",7956.54878845775,983
"Cell814","Cell814","Batch1","Path2",7749.81848450303,729
"Cell815","Cell815","Batch1","Path2",7546.5880733822,727
"Cell816","Cell816","Batch1","Path2",8476.97417360666,431
"Cell817","Cell817","Batch1","Path1",7602.42887771166,403
"Cell818","Cell818","Batch1","Path2",7915.22577529232,550
"Cell819","Cell819","Batch1","Path1",8117.18572578142,194
"Cell820","Cell820","Batch1","Path2",9032.85839734921,909
"Cell821","Cell821","Batch1","Path2",7509.62289474348,364
"Cell822","Cell822","Batch1","Path2",7732.54498269537,919
"Cell823","Cell823","Batch1","Path1",8132.99436877088,395
"Cell824","Cell824","Batch1","Path2",8482.87241146036,760
"Cell825","Cell825","Batch1","Path2",7820.4009145927,662
"Cell826","Cell826","Batch1","Path3",8276.05106748544,547
"Cell827","Cell827","Batch1","Path1",8038.10880283599,320
"Cell828","Cell828","Batch1","Path2",8147.67466685469,439
"Cell829","Cell829","Batch1","Path2",8794.11333193715,41
"Cell830","Cell830","Batch1","Path1",8532.65969552685,618
"Cell831","Cell831","Batch1","Path1",7992.3150747603,428
"Cell832","Cell832","Batch1","Path2",8544.86312979749,178
"Cell833","Cell833","Batch1","Path3",8208.20544184693,113
"Cell834","Cell834","Batch1","Path3",8030.82523765857,860
"Cell835","Cell835","Batch1","Path1",7796.08098404759,72
"Cell836","Cell836","Batch1","Path2",8204.40778677683,56
"Cell837","Cell837","Batch1","Path3",8307.34276866419,240
"Cell838","Cell838","Batch1","Path3",8566.78185327806,488
"Cell839","Cell839","Batch1","Path1",7714.77174053589,603
"Cell840","Cell840","Batch1","Path2",8721.72219832684,206
"Cell841","Cell841","Batch1","Path2",7928.75504932404,986
"Cell842","Cell842","Batch1","Path2",8057.24862099809,281
"Cell843","Cell843","Batch1","Path1",8336.14969990721,959
"Cell844","Cell844","Batch1","Path3",8384.01228206356,472
"Cell845","Cell845","Batch1","Path3",8551.23204995328,726
"Cell846","Cell846","Batch1","Path3",8519.69920693373,508
"Cell847","Cell847","Batch1","Path3",8577.88733593095,988
"Cell848","Cell848","Batch1","Path1",8026.95517045738,669
"Cell849","Cell849","Batch1","Path1",8880.38769287932,656
"Cell850","Cell850","Batch1","Path1",7730.23957815336,51
"Cell851","Cell851","Batch1","Path1",8044.80701240146,189
"Cell852","Cell852","Batch1","Path3",8504.69301750215,214
"Cell853","Cell853","Batch1","Path3",8058.2240275421,85
"Cell854","Cell854","Batch1","Path2",7885.88318555673,918
"Cell855","Cell855","Batch1","Path1",8406.97084100332,126
"Cell856","Cell856","Batch1","Path1",8100.26971567453,791
"Cell857","Cell857","Batch1","Path3",7891.48853503469,374
"Cell858","Cell858","Batch1","Path2",8084.6668233076,922
"Cell859","Cell859","Batch1","Path3",7117.38807237875,198
"Cell860","Cell860","Batch1","Path3",8072.3615315302,785
"Cell861","Cell861","Batch1","Path3",7961.95463622162,699
"Cell862","Cell862","Batch1","Path2",8300.45371682404,206
"Cell863","Cell863","Batch1","Path1",7847.07588045978,706
"Cell864","Cell864","Batch1","Path1",8333.18521841902,418
"Cell865","Cell865","Batch1","Path3",8071.88622104956,333
"Cell866","Cell866","Batch1","Path2",8395.53340472376,584
"Cell867","Cell867","Batch1","Path2",8077.71013079432,592
"Cell868","Cell868","Batch1","Path1",7818.10581466222,871
"Cell869","Cell869","Batch1","Path3",8102.24043892942,137
"Cell870","Cell870","Batch1","Path1",7808.10684089438,912
"Cell871","Cell871","Batch1","Path3",7836.57440496279,893
"Cell872","Cell872","Batch1","Path3",8172.84464555114,448
"Cell873","Cell873","Batch1","Path1",8265.37570598182,631
"Cell874","Cell874","Batch1","Path2",7950.94271804532,596
"Cell875","Cell875","Batch1","Path1",8350.26257351164,683
"Cell876","Cell876","Batch1","Path2",7227.69486136946,747
"Cell877","Cell877","Batch1","Path3",8511.25961086789,59
"Cell878","Cell878","Batch1","Path1",7585.04879739198,593
"Cell879","Cell879","Batch1","Path3",8646.30864960064,200
"Cell880","Cell880","Batch1","Path2",7380.10736471374,545
"Cell881","Cell881","Batch1","Path1",7819.33007680216,839
"Cell882","Cell882","Batch1","Path2",7549.74183288291,24
"Cell883","Cell883","Batch1","Path1",8138.84889346795,880
"Cell884","Cell884","Batch1","Path2",8436.85417766406,517
"Cell885","Cell885","Batch1","Path3",8231.2300246231,200
"Cell886","Cell886","Batch1","Path2",7842.4784495064,354
"Cell887","Cell887","Batch1","Path1",8129.94958531451,20
"Cell888","Cell888","Batch1","Path3",7346.90809895537,306
"Cell889","Cell889","Batch1","Path1",7781.7469294044,107
"Cell890","Cell890","Batch1","Path3",8188.20778335744,812
"Cell891","Cell891","Batch1","Path1",8414.36165254365,949
"Cell892","Cell892","Batch1","Path2",7819.70089576137,5
"Cell893","Cell893","Batch1","Path3",8627.54351653128,214
"Cell894","Cell894","Batch1","Path3",8535.87438139548,662
"Cell895","Cell895","Batch1","Path1",7721.98829006819,656
"Cell896","Cell896","Batch1","Path1",8051.02621398233,756
"Cell897","Cell897","Batch1","Path3",7794.83404900266,391
"Cell898","Cell898","Batch1","Path3",8603.39219815395,558
"Cell899","Cell899","Batch1","Path3",8088.7540063711,375
"Cell900","Cell900","Batch1","Path2",8327.85480774924,691
"Cell901","Cell901","Batch1","Path3",8463.07611952811,941
"Cell902","Cell902","Batch1","Path2",8054.20822351794,591
"Cell903","Cell903","Batch1","Path2",8056.27421757863,114
"Cell904","Cell904","Batch1","Path2",7624.44202880295,459
"Cell905","Cell905","Batch1","Path3",7797.89197146299,313
"Cell906","Cell906","Batch1","Path1",8387.54081381458,686
"Cell907","Cell907","Batch1","Path2",7660.68676756216,881
"Cell908","Cell908","Batch1","Path1",8641.29914509108,490
"Cell909","Cell909","Batch1","Path3",7782.84055282342,175
"Cell910","Cell910","Batch1","Path1",7469.99798373027,100
"Cell911","Cell911","Batch1","Path2",8576.63769730148,294
"Cell912","Cell912","Batch1","Path1",8170.53659778135,396
"Cell913","Cell913","Batch1","Path1",8307.40177329313,180
"Cell914","Cell914","Batch1","Path1",7723.63420064546,23
"Cell915","Cell915","Batch1","Path3",8356.04417050355,990
"Cell916","Cell916","Batch1","Path2",8250.01381202708,599
"Cell917","Cell917","Batch1","Path2",8880.55674869111,970
"Cell918","Cell918","Batch1","Path3",7692.12566872578,427
"Cell919","Cell919","Batch1","Path2",8332.12719583949,727
"Cell920","Cell920","Batch1","Path3",8260.30343306886,27
"Cell921","Cell921","Batch1","Path3",7964.48353898065,357
"Cell922","Cell922","Batch1","Path3",7856.98027631647,178
"Cell923","Cell923","Batch1","Path2",7717.92861873593,411
"Cell924","Cell924","Batch1","Path2",8171.63318409105,548
"Cell925","Cell925","Batch1","Path3",7973.14108843337,17
"Cell926","Cell926","Batch1","Path3",8415.43506804489,32
"Cell927","Cell927","Batch1","Path2",8077.94583762908,594
"Cell928","Cell928","Batch1","Path2",8261.83431770195,801
"Cell929","Cell929","Batch1","Path2",7436.44310577221,233
"Cell930","Cell930","Batch1","Path2",7723.32957320224,203
"Cell931","Cell931","Batch1","Path1",7890.76410012744,931
"Cell932","Cell932","Batch1","Path3",7445.90289784354,422
"Cell933","Cell933","Batch1","Path1",8098.9419854896,531
"Cell934","Cell934","Batch1","Path3",8653.07913294736,222
"Cell935","Cell935","Batch1","Path2",8246.27895304727,250
"Cell936","Cell936","Batch1","Path2",8222.57305769561,510
"Cell937","Cell937","Batch1","Path2",8016.52820103261,793
"Cell938","Cell938","Batch1","Path3",7993.13302161583,794
"Cell939","Cell939","Batch1","Path1",7920.40210069037,606
"Cell940","Cell940","Batch1","Path1",8321.64165998711,634
"Cell941","Cell941","Batch1","Path1",8488.32726726546,849
"Cell942","Cell942","Batch1","Path3",8532.2443935007,467
"Cell943","Cell943","Batch1","Path2",7869.21396486314,803
"Cell944","Cell944","Batch1","Path2",7331.77271693816,901
"Cell945","Cell945","Batch1","Path1",7853.82257044475,932
"Cell946","Cell946","Batch1","Path3",8422.63638976451,510
"Cell947","Cell947","Batch1","Path1",7656.30795488033,834
"Cell948","Cell948","Batch1","Path3",8027.82818907796,598
"Cell949","Cell949","Batch1","Path1",7752.44042615672,252
"Cell950","Cell950","Batch1","Path1",8523.44391423775,33
"Cell951","Cell951","Batch1","Path1",8234.6845336249,86
"Cell952","Cell952","Batch1","Path2",8517.07866150864,905
"Cell953","Cell953","Batch1","Path2",8506.62463336343,935
"Cell954","Cell954","Batch1","Path3",8164.04258245211,473
"Cell955","Cell955","Batch1","Path2",8538.07210842456,436
"Cell956","Cell956","Batch1","Path3",7987.79232267789,646
"Cell957","Cell957","Batch1","Path3",8221.93138332102,383
"Cell958","Cell958","Batch1","Path2",7433.50221192127,826
"Cell959","Cell959","Batch1","Path2",7950.07831969786,511
"Cell960","Cell960","Batch1","Path1",7999.37585619378,34
"Cell961","Cell961","Batch1","Path1",8381.13189344524,211
"Cell962","Cell962","Batch1","Path1",8845.26443133683,978
"Cell963","Cell963","Batch1","Path1",8157.91345310096,919
"Cell964","Cell964","Batch1","Path3",8764.49394238395,989
"Cell965","Cell965","Batch1","Path2",8979.11327401995,661
"Cell966","Cell966","Batch1","Path2",8037.87327302968,473
"Cell967","Cell967","Batch1","Path1",8068.63720431372,629
"Cell968","Cell968","Batch1","Path2",8308.94227646893,940
"Cell969","Cell969","Batch1","Path3",8780.2161079724,994
"Cell970","Cell970","Batch1","Path2",7812.47089943612,327
"Cell971","Cell971","Batch1","Path3",7822.42599210088,880
"Cell972","Cell972","Batch1","Path3",8154.95845404896,273
"Cell973","Cell973","Batch1","Path3",8065.40833559257,865
"Cell974","Cell974","Batch1","Path3",8822.59805925656,514
"Cell975","Cell975","Batch1","Path1",8184.99605279264,113
"Cell976","Cell976","Batch1","Path3",7906.34706353479,518
"Cell977","Cell977","Batch1","Path3",8287.60099361145,267
"Cell978","Cell978","Batch1","Path1",8089.41766788382,205
"Cell979","Cell979","Batch1","Path1",8018.27793795318,427
"Cell980","Cell980","Batch1","Path1",8755.03159713994,931
"Cell981","Cell981","Batch1","Path1",8370.74892826132,267
"Cell982","Cell982","Batch1","Path2",8906.08172348251,484
"Cell983","Cell983","Batch1","Path3",8178.5359616048,912
"Cell984","Cell984","Batch1","Path3",8821.66384548625,818
"Cell985","Cell985","Batch1","Path1",7401.23599947575,475
"Cell986","Cell986","Batch1","Path3",8622.62308564219,615
"Cell987","Cell987","Batch1","Path3",7996.16921816929,963
"Cell988","Cell988","Batch1","Path2",8138.69334289699,819
"Cell989","Cell989","Batch1","Path3",7705.8720560819,610
"Cell990","Cell990","Batch1","Path2",7991.22596519102,196
"Cell991","Cell991","Batch1","Path3",8215.98522749364,357
"Cell992","Cell992","Batch1","Path2",8528.88523054989,804
"Cell993","Cell993","Batch1","Path2",7584.69562135207,675
"Cell994","Cell994","Batch1","Path3",8868.519963659,677
"Cell995","Cell995","Batch1","Path1",8178.49300744214,236
"Cell996","Cell996","Batch1","Path1",7726.34969287456,644
"Cell997","Cell997","Batch1","Path2",8309.63852832313,248
"Cell998","Cell998","Batch1","Path1",7910.06864438102,579
"Cell999","Cell999","Batch1","Path2",7968.88458725496,828
"Cell1000","Cell1000","Batch1","Path1",8384.38663316747,731
"Cell1001","Cell1001","Batch1","Path2",7934.96763452103,718
"Cell1002","Cell1002","Batch1","Path3",7917.61510492369,61
"Cell1003","Cell1003","Batch1","Path1",7525.51416595417,396
"Cell1004","Cell1004","Batch1","Path2",8407.13683072444,509
"Cell1005","Cell1005","Batch1","Path1",8048.81229812245,174
"Cell1006","Cell1006","Batch1","Path2",7453.94123772019,230
"Cell1007","Cell1007","Batch1","Path1",8704.42434272002,657
"Cell1008","Cell1008","Batch1","Path1",8130.46734008434,545
"Cell1009","Cell1009","Batch1","Path3",7238.2280359474,622
"Cell1010","Cell1010","Batch1","Path1",8213.99490373172,691
"Cell1011","Cell1011","Batch1","Path2",7739.57461311315,583
"Cell1012","Cell1012","Batch1","Path2",8375.22888288109,576
"Cell1013","Cell1013","Batch1","Path1",7708.94168716169,190
"Cell1014","Cell1014","Batch1","Path3",8295.25431266748,157
"Cell1015","Cell1015","Batch1","Path3",8272.44273535029,196
"Cell1016","Cell1016","Batch1","Path2",8035.58387363207,677
"Cell1017","Cell1017","Batch1","Path1",8002.12886841047,991
"Cell1018","Cell1018","Batch1","Path1",8000.5068076991,378
"Cell1019","Cell1019","Batch1","Path3",8768.53530676643,329
"Cell1020","Cell1020","Batch1","Path2",8061.34893212613,395
"Cell1021","Cell1021","Batch1","Path3",7837.08509876769,717
"Cell1022","Cell1022","Batch1","Path2",7809.10580871143,490
"Cell1023","Cell1023","Batch1","Path1",8212.75302244276,611
"Cell1024","Cell1024","Batch1","Path1",8097.68072622417,439
"Cell1025","Cell1025","Batch1","Path2",8574.25049661028,420
"Cell1026","Cell1026","Batch1","Path2",7893.41442139241,999
"Cell1027","Cell1027","Batch1","Path2",8341.43253194021,544
"Cell1028","Cell1028","Batch1","Path3",7732.88775023295,54
"Cell1029","Cell1029","Batch1","Path3",8243.86614741569,175
"Cell1030","Cell1030","Batch1","Path3",8434.97741048222,580
"Cell1031","Cell1031","Batch1","Path2",8447.94439702418,979
"Cell1032","Cell1032","Batch1","Path3",8072.83950031891,287
"Cell1033","Cell1033","Batch1","Path1",7591.50998134253,645
"Cell1034","Cell1034","Batch1","Path2",8195.30759322594,571
"Cell1035","Cell1035","Batch1","Path1",8548.37080704099,389
"Cell1036","Cell1036","Batch1","Path1",8402.35025661626,908
"Cell1037","Cell1037","Batch1","Path1",8065.86346465672,813
"Cell1038","Cell1038","Batch1","Path2",7907.02101445984,453
"Cell1039","Cell1039","Batch1","Path3",8447.03268345259,475
"Cell1040","Cell1040","Batch1","Path3",8235.05652612861,402
"Cell1041","Cell1041","Batch1","Path3",9206.78073910741,168
"Cell1042","Cell1042","Batch1","Path2",7819.02589194439,461
"Cell1043","Cell1043","Batch1","Path1",7061.43220379326,5
"Cell1044","Cell1044","Batch1","Path1",7669.25272780653,848
"Cell1045","Cell1045","Batch1","Path1",8226.36712902873,469
"Cell1046","Cell1046","Batch1","Path3",7865.96218771789,657
"Cell1047","Cell1047","Batch1","Path2",8220.31042557482,657
"Cell1048","Cell1048","Batch1","Path1",8468.38671913961,99
"Cell1049","Cell1049","Batch1","Path1",8335.77420968429,251
"Cell1050","Cell1050","Batch1","Path1",8248.8505669834,689
"Cell1051","Cell1051","Batch1","Path1",8116.95469702925,115
"Cell1052","Cell1052","Batch1","Path3",8743.59678698502,950
"Cell1053","Cell1053","Batch1","Path1",8189.526152484,296
"Cell1054","Cell1054","Batch1","Path3",9261.86596366151,602
"Cell1055","Cell1055","Batch1","Path2",8299.88754350211,252
"Cell1056","Cell1056","Batch1","Path3",8109.68092526729,618
"Cell1057","Cell1057","Batch1","Path3",9015.76758542388,752
"Cell1058","Cell1058","Batch1","Path2",7773.34808346719,943
"Cell1059","Cell1059","Batch1","Path1",8834.26941139095,518
"Cell1060","Cell1060","Batch1","Path3",7215.12249570438,280
"Cell1061","Cell1061","Batch1","Path2",7944.63013588258,523
"Cell1062","Cell1062","Batch1","Path1",8139.75778360789,499
"Cell1063","Cell1063","Batch1","Path3",7818.00616408157,731
"Cell1064","Cell1064","Batch1","Path2",7606.90688791666,732
"Cell1065","Cell1065","Batch1","Path2",8240.20712727616,807
"Cell1066","Cell1066","Batch1","Path1",8207.96975168028,546
"Cell1067","Cell1067","Batch1","Path2",7871.15215922808,858
"Cell1068","Cell1068","Batch1","Path1",7886.31076350625,425
"Cell1069","Cell1069","Batch1","Path1",8586.34250913674,899
"Cell1070","Cell1070","Batch1","Path2",8043.04971493802,112
"Cell1071","Cell1071","Batch1","Path3",7663.01964314621,191
"Cell1072","Cell1072","Batch1","Path2",8438.06553781243,503
"Cell1073","Cell1073","Batch1","Path1",7766.66147265594,620
"Cell1074","Cell1074","Batch1","Path3",8437.32996392615,24
"Cell1075","Cell1075","Batch1","Path3",8854.71481485099,885
"Cell1076","Cell1076","Batch1","Path2",7793.08695234766,140
"Cell1077","Cell1077","Batch1","Path1",8358.45466858633,39
"Cell1078","Cell1078","Batch1","Path3",7525.40101383745,121
"Cell1079","Cell1079","Batch1","Path1",7538.51092936442,589
"Cell1080","Cell1080","Batch1","Path2",7340.51114049672,154
"Cell1081","Cell1081","Batch1","Path2",8829.27766736315,272
"Cell1082","Cell1082","Batch1","Path2",7822.16229313543,787
"Cell1083","Cell1083","Batch1","Path2",7878.44746254697,330
"Cell1084","Cell1084","Batch1","Path2",7784.65173241664,689
"Cell1085","Cell1085","Batch1","Path1",8708.42950187028,135
"Cell1086","Cell1086","Batch1","Path3",8195.95390310479,663
"Cell1087","Cell1087","Batch1","Path1",7908.14288679595,117
"Cell1088","Cell1088","Batch1","Path3",7929.00949028736,542
"Cell1089","Cell1089","Batch1","Path2",8490.94369909107,702
"Cell1090","Cell1090","Batch1","Path3",7942.18414510061,66
"Cell1091","Cell1091","Batch1","Path3",8072.4600030945,243
"Cell1092","Cell1092","Batch1","Path3",7786.13855706068,85
"Cell1093","Cell1093","Batch1","Path2",7664.04774332689,181
"Cell1094","Cell1094","Batch1","Path2",8295.40379558027,252
"Cell1095","Cell1095","Batch1","Path2",7936.0455354414,348
"Cell1096","Cell1096","Batch1","Path3",7677.97263352008,649
"Cell1097","Cell1097","Batch1","Path2",8645.69197866748,701
"Cell1098","Cell1098","Batch1","Path1",7981.56262090489,914
"Cell1099","Cell1099","Batch1","Path2",8307.41637574323,11
"Cell1100","Cell1100","Batch1","Path1",8509.95579742148,595
"Cell1101","Cell1101","Batch1","Path3",7476.5688131155,95
"Cell1102","Cell1102","Batch1","Path1",7973.89807211054,231
"Cell1103","Cell1103","Batch1","Path1",8347.63050157435,860
"Cell1104","Cell1104","Batch1","Path3",8116.14915152194,697
"Cell1105","Cell1105","Batch1","Path3",7263.68542485027,713
"Cell1106","Cell1106","Batch1","Path3",7605.45060247939,467
"Cell1107","Cell1107","Batch1","Path1",8642.18460188133,152
"Cell1108","Cell1108","Batch1","Path3",8098.8767634578,943
"Cell1109","Cell1109","Batch1","Path2",7554.84200366975,958
"Cell1110","Cell1110","Batch1","Path2",7807.22281857083,414
"Cell1111","Cell1111","Batch1","Path3",7504.6081845083,709
"Cell1112","Cell1112","Batch1","Path2",8270.90493104218,872
"Cell1113","Cell1113","Batch1","Path2",7693.10902968924,6
"Cell1114","Cell1114","Batch1","Path2",7977.25302037577,161
"Cell1115","Cell1115","Batch1","Path2",8297.95208301765,246
"Cell1116","Cell1116","Batch1","Path1",7969.83983665843,778
"Cell1117","Cell1117","Batch1","Path2",8177.85453649436,170
"Cell1118","Cell1118","Batch1","Path1",8710.79847428779,420
"Cell1119","Cell1119","Batch1","Path3",8006.06842073728,861
"Cell1120","Cell1120","Batch1","Path3",7969.18665463141,96
"Cell1121","Cell1121","Batch1","Path2",8280.43581256864,83
"Cell1122","Cell1122","Batch1","Path2",7850.64510960961,281
"Cell1123","Cell1123","Batch1","Path2",9049.90634776899,541
"Cell1124","Cell1124","Batch1","Path2",8329.82802177611,117
"Cell1125","Cell1125","Batch1","Path2",8300.25659354378,524
"Cell1126","Cell1126","Batch1","Path1",7740.90303981564,878
"Cell1127","Cell1127","Batch1","Path1",8111.76975823663,423
"Cell1128","Cell1128","Batch1","Path3",8020.63912799323,995
"Cell1129","Cell1129","Batch1","Path1",8795.32260806783,907
"Cell1130","Cell1130","Batch1","Path3",8223.43368576182,433
"Cell1131","Cell1131","Batch1","Path2",8626.40105371268,805
"Cell1132","Cell1132","Batch1","Path2",8325.30047983878,590
"Cell1133","Cell1133","Batch1","Path2",8206.5966677166,988
"Cell1134","Cell1134","Batch1","Path3",9076.36518634262,987
"Cell1135","Cell1135","Batch1","Path2",8462.63757454402,893
"Cell1136","Cell1136","Batch1","Path1",8423.51392745152,566
"Cell1137","Cell1137","Batch1","Path1",7665.4418060712,856
"Cell1138","Cell1138","Batch1","Path3",8525.99094465066,345
"Cell1139","Cell1139","Batch1","Path3",7624.24791069954,915
"Cell1140","Cell1140","Batch1","Path1",8334.35793451155,636
"Cell1141","Cell1141","Batch1","Path3",7842.16939390885,487
"Cell1142","Cell1142","Batch1","Path2",8274.89012190191,924
"Cell1143","Cell1143","Batch1","Path1",8550.33791427213,436
"Cell1144","Cell1144","Batch1","Path3",8419.76882763933,46
"Cell1145","Cell1145","Batch1","Path3",8215.56003283863,946
"Cell1146","Cell1146","Batch1","Path3",8523.2107301196,999
"Cell1147","Cell1147","Batch1","Path3",7883.8545353671,104
"Cell1148","Cell1148","Batch1","Path1",8173.64322658955,696
"Cell1149","Cell1149","Batch1","Path2",7658.3430121776,273
"Cell1150","Cell1150","Batch1","Path1",7542.5341087709,530
"Cell1151","Cell1151","Batch1","Path3",7553.62328989709,25
"Cell1152","Cell1152","Batch1","Path1",8203.45910840962,539
"Cell1153","Cell1153","Batch1","Path2",9085.9640033412,426
"Cell1154","Cell1154","Batch1","Path3",7534.29760268261,519
"Cell1155","Cell1155","Batch1","Path1",8046.94774148211,770
"Cell1156","Cell1156","Batch1","Path2",7986.38123697671,592
"Cell1157","Cell1157","Batch1","Path1",8247.24401387973,69
"Cell1158","Cell1158","Batch1","Path1",8102.42789636472,428
"Cell1159","Cell1159","Batch1","Path3",7735.90408040208,667
"Cell1160","Cell1160","Batch1","Path2",8228.02155471493,935
"Cell1161","Cell1161","Batch1","Path3",8241.01992443039,453
"Cell1162","Cell1162","Batch1","Path1",7843.68130949933,426
"Cell1163","Cell1163","Batch1","Path1",8886.62034734218,127
"Cell1164","Cell1164","Batch1","Path1",7715.15459321669,15
"Cell1165","Cell1165","Batch1","Path2",8314.93546558104,296
"Cell1166","Cell1166","Batch1","Path3",8464.67566822739,524
"Cell1167","Cell1167","Batch1","Path3",7771.4561244224,90
"Cell1168","Cell1168","Batch1","Path3",8301.42531147618,851
"Cell1169","Cell1169","Batch1","Path2",8886.91143051483,434
"Cell1170","Cell1170","Batch1","Path3",7945.57667067505,54
"Cell1171","Cell1171","Batch1","Path3",8273.56695859767,907
"Cell1172","Cell1172","Batch1","Path1",7936.22811838259,920
"Cell1173","Cell1173","Batch1","Path1",7965.15476065453,807
"Cell1174","Cell1174","Batch1","Path3",8087.48531166723,753
"Cell1175","Cell1175","Batch1","Path2",7981.18267540034,811
"Cell1176","Cell1176","Batch1","Path3",8087.40091580676,514
"Cell1177","Cell1177","Batch1","Path1",8548.75554061154,668
"Cell1178","Cell1178","Batch1","Path1",8762.3365667266,325
"Cell1179","Cell1179","Batch1","Path1",7614.43487127238,856
"Cell1180","Cell1180","Batch1","Path1",7996.92036433441,156
"Cell1181","Cell1181","Batch1","Path1",8130.80740047102,495
"Cell1182","Cell1182","Batch1","Path1",7745.27431419728,396
"Cell1183","Cell1183","Batch1","Path3",8772.99068108526,350
"Cell1184","Cell1184","Batch1","Path2",8115.26645352017,385
"Cell1185","Cell1185","Batch1","Path1",8540.67528739906,417
"Cell1186","Cell1186","Batch1","Path3",7760.79807039062,496
"Cell1187","Cell1187","Batch1","Path3",7243.62722890643,823
"Cell1188","Cell1188","Batch1","Path3",8974.61508899596,294
"Cell1189","Cell1189","Batch1","Path2",8261.93863884387,215
"Cell1190","Cell1190","Batch1","Path2",7994.66201485291,366
"Cell1191","Cell1191","Batch1","Path3",8308.9621723967,203
"Cell1192","Cell1192","Batch1","Path1",7995.91844206571,690
"Cell1193","Cell1193","Batch1","Path1",7395.08190846538,331
"Cell1194","Cell1194","Batch1","Path3",7562.88801273554,656
"Cell1195","Cell1195","Batch1","Path2",7881.78707130494,172
"Cell1196","Cell1196","Batch1","Path3",8180.4098420511,23
"Cell1197","Cell1197","Batch1","Path1",8095.20011460393,419
"Cell1198","Cell1198","Batch1","Path2",7902.63971444859,231
"Cell1199","Cell1199","Batch1","Path2",7539.83752654157,331
"Cell1200","Cell1200","Batch1","Path1",7640.74599392873,618
"Cell1201","Cell1201","Batch1","Path2",8563.65014962124,224
"Cell1202","Cell1202","Batch1","Path2",8934.98130654231,467
"Cell1203","Cell1203","Batch1","Path2",8896.19023251533,288
"Cell1204","Cell1204","Batch1","Path1",8227.82810478396,16
"Cell1205","Cell1205","Batch1","Path3",7497.1835461104,485
"Cell1206","Cell1206","Batch1","Path1",8380.74801714776,16
"Cell1207","Cell1207","Batch1","Path1",7708.83385551608,567
"Cell1208","Cell1208","Batch1","Path1",8195.79654594018,451
"Cell1209","Cell1209","Batch1","Path3",8427.39625058076,656
"Cell1210","Cell1210","Batch1","Path2",8070.10141628353,63
"Cell1211","Cell1211","Batch1","Path1",8652.38933917487,752
"Cell1212","Cell1212","Batch1","Path2",8462.11770404001,310
"Cell1213","Cell1213","Batch1","Path1",8087.1455392341,585
"Cell1214","Cell1214","Batch1","Path2",8444.42309322167,379
"Cell1215","Cell1215","Batch1","Path2",8925.79213405399,902
"Cell1216","Cell1216","Batch1","Path3",7520.17461276389,879
"Cell1217","Cell1217","Batch1","Path1",7460.1505873698,997
"Cell1218","Cell1218","Batch1","Path3",7853.36529205607,920
"Cell1219","Cell1219","Batch1","Path3",8690.04411274211,796
"Cell1220","Cell1220","Batch1","Path3",7657.61172955974,285
"Cell1221","Cell1221","Batch1","Path1",8067.94752809645,291
"Cell1222","Cell1222","Batch1","Path2",8502.37436576673,797
"Cell1223","Cell1223","Batch1","Path1",8459.61843772533,795
"Cell1224","Cell1224","Batch1","Path1",8292.44223261907,690
"Cell1225","Cell1225","Batch1","Path1",8275.2285674575,630
"Cell1226","Cell1226","Batch1","Path1",8083.2377817668,132
"Cell1227","Cell1227","Batch1","Path3",7715.0670625757,200
"Cell1228","Cell1228","Batch1","Path2",7820.35610455709,100
"Cell1229","Cell1229","Batch1","Path3",8364.43762408275,359
"Cell1230","Cell1230","Batch1","Path3",8704.22845572424,653
"Cell1231","Cell1231","Batch1","Path3",8136.77783024292,118
"Cell1232","Cell1232","Batch1","Path1",8267.81132061181,519
"Cell1233","Cell1233","Batch1","Path1",7802.43934448527,246
